id;Word_english;Level;Word_port;Category;Sentence_1;Sentence_2;Sentence_3;words_translation;Type
p209;have breakfast/lunch/dinner.;A1;tomar café da manhã/almoçar/jantar.;; He rarely has breakfast in the morning.; They usually have lunch together at work.;;have breakfast/lunch/dinner. [pt] tomar café da manhã/almoçar/jantar.;Phrases
p213;How are you?.;A1;Como vai?;; How are you feeling today?;" I always ask him, "" How are you doing?""";;How are you?. [pt] Como vai?;Phrases
p217;how many.;A1;quantos.;Numbers; How many people are coming to the party?;" She asked, ""How many cookies do you want?""";;how many. [pt] quantos.;Phrases
p221;I am Spanish/a teacher.;A1;Eu sou espanhol/professor.;; I am Spanish, but I speak fluent English.; I am a teacher at the local school.;;I am Spanish/a teacher. [pt] Eu sou espanhol/professor.;Phrases
p225;in my free time.;A1;no meu tempo livre.;; In my free time, I like to read books.; He enjoys swimming in his free time.;;in my free time. [pt] no meu tempo livre.;Phrases
p229;it rains/it is raining.;A1;está chovendo.;; It rains a lot in this region.; It is raining heavily today.;;it rains/it is raining. [pt] está chovendo.;Phrases
p233;last night.;A1;ontem à noite.;; I watched a movie last night.; She went to bed early last night.;;last night. [pt] ontem à noite.;Phrases
p237;last week/year/Monday.;A1;semana/passado/segunda-feira.;; I went to the beach last week.; He was absent last Monday.;;last week/year/Monday. [pt] semana/passado/segunda-feira.;Phrases
p241;learn a new language.;A1;aprender um novo idioma.;; She wants to learn a new language this year.; I started to learn a new language online.;;learn a new language. [pt] aprender um novo idioma.;Phrases
p245;like me.;A1;como eu.;; He sings like me but dances better.; She thinks like me in many ways.;;like me. [pt] como eu.;Phrases
p249;listen to music.;A1;ouvir música.;; I often listen to music while working.; She loves to listen to music in the evenings.;;listen to music. [pt] ouvir música.;Phrases
p253;live from hand to mouth.;A1;viver na boca do sapo.;; He earns enough to live from hand to mouth.; They struggled and had to live from hand to mouth for years.;;live from hand to mouth. [pt] viver na boca do sapo.;Phrases
p257;live in/at.;A1;viver em.;Places; I used to live in Paris.; They live in a small village.;;live in/at. [pt] viver em.;Phrases
p261;make arrangements.;A1;fazer arranjos.;; Let's make arrangements for the trip.; She's busy making arrangements for the event.;;make arrangements. [pt] fazer arranjos.;Phrases
p265;make things.;A1;fazer coisas.;; He likes to make things from scratch.; She's creative and loves making things.;;make things. [pt] fazer coisas.;Phrases
p269;more beautiful/difficult/easily.;A1;mais bonito/difícil/facilmente.;; The garden looks more beautiful than before.; Math gets more difficult as we progress.; He solved the puzzle more easily than I did.;more beautiful/difficult/easily. [pt] mais bonito/difícil/facilmente.;Phrases
p274;move abroad.;A1;mudar para o exterior.;; They plan to move abroad next year.; She decided to move abroad for work.;;move abroad. [pt] mudar para o exterior.;Phrases
p278;need to do something;A1;precisar fazer algo.;; I need to finish this report today.; They need to leave early for the meeting.;;need to do something [pt] precisar fazer algo.;Phrases
p282;next week/year/Monday.;A1;próxima semana/ano/segunda-feira.;; She'll visit us next week.; We'll start the project next year.;;next week/year/Monday. [pt] próxima semana/ano/segunda-feira.;Phrases
p286;not very good/tall/happy.;A1;não muito bom/alto/feliz.;; I'm not very good at swimming.; He's not very tall for a basketball player.;;not very good/tall/happy. [pt] não muito bom/alto/feliz.;Phrases
p290;one/two/three.;A1;um/dois/três.;Numbers; She has two cats and three dogs.; I need one pen, please.;;one/two/three. [pt] um/dois/três.;Phrases
p9;pick up on.;A1;perceber ou notar algo.;Communication;She can pick up on subtle cues in conversations.;It's hard to pick up on sarcasm in text messages.;;pick up on. [pt] perceber ou notar algo.;Phrasal verbs
p294;play sport.;A1;praticar esportes.;; He likes to play sports every weekend.; They often play sports together.;;play sport. [pt] praticar esportes.;Phrases
p298;play video games.;A1;jogar videogames.;; He spends hours playing video games.; They enjoy playing video games online.;;play video games. [pt] jogar videogames.;Phrases
p302;put something down/in/on.;A1;colocar algo para baixo/dentro/em.;; Put your bags down and relax.; Put the groceries in the fridge.;;put something down/in/on. [pt] colocar algo para baixo/dentro/em.;Phrases
p310;see you later/soon/tomorrow.;A1;até logo/em breve/amanhã.;; I'll call you, see you later!; See you tomorrow at the party.;;see you later/soon/tomorrow. [pt] até logo/em breve/amanhã.;Phrases
p314;see you soon.;A1;até breve.;; Take care, see you soon!; I'm heading out now, see you soon.;;see you soon. [pt] até breve.;Phrases
p306;see you.;A1;até logo.;; Okay, see you tomorrow!; See you later, alligator!;;see you. [pt] até logo.;Phrases
p318;shop online.;A1;comprar online.;; She prefers to shop online for clothes.; They shop online for groceries.;;shop online. [pt] comprar online.;Phrases
p322;start work.;A1;começar o trabalho.;; He likes to start work early.; They'll start work on the project tomorrow.;;start work. [pt] começar o trabalho.;Phrases
p326;take a picture/photo(graph).;A1;tirar uma foto.;; Let's take a picture together.; She loves to take photos of nature.;;take a picture/photo(graph). [pt] tirar uma foto.;Phrases
p330;take an instant dislike to.;A1;pegar aversão instantânea a algo/alguém.;; I don't know why, but she took an instant dislike to him.; He took an instant dislike to the new restaurant.;;take an instant dislike to. [pt] pegar aversão instantânea a algo/alguém.;Phrases
p21;That's. fine.;A1;está bem.;;That's fine, I understand your situation.;If it's not a problem, then that's fine.;;That's. fine. [pt] está bem.;Phrases
p334;the movies.;A1;o cinema.;; Let's go to the movies this weekend.; She loves watching action films at the movies.;;the movies. [pt] o cinema.;Phrases
p338;the radio.;A1;o rádio.;; He listens to the radio every morning.; They heard the news on the radio.;;the radio. [pt] o rádio.;Phrases
p342;There is/are/was.;A1;há/tem.;; There is a cat in the garden.; There are many books on the shelf.; There was a party last night.;There is/are/was. [pt] há/tem.;Phrases
p347;there is/there are/there was.;A1;há/tem/havia.;; There is a good chance we'll succeed.; There are many reasons to celebrate.; There was a lot of traffic yesterday.;there is/there are/there was. [pt] há/tem/havia.;Phrases
p352;too small/hard/much.;A1;muito pequeno/difícil/muito.;; The shirt was too small for him.; The exam was too hard for most students.; He ate too much at dinner.;too small/hard/much. [pt] muito pequeno/difícil/muito.;Phrases
p357;very much.;A1;muito.;; She enjoyed the play very much.; He appreciates your help very much.;;very much. [pt] muito.;Phrases
p13;wake (somebody) up or wake up (somebody).;A1;acordar alguém.;;She wakes up her children at 6:30 AM.;Please don't wake me up until 8 AM.;;wake (somebody) up or wake up (somebody). [pt] acordar alguém.;Phrasal verbs
p361;Well done!.;A1;Bem feito!.;; Well done on completing the project!; Well done for your excellent performance!;;Well done!. [pt] Bem feito!.;Phrases
p365;what does somebody do?.;A1;o que alguém faz?;; What does he do for a living?; What does she do in her free time?;;what does somebody do?. [pt] o que alguém faz?;Phrases
